id,genres,production_companies,title,crew
21874,"Science Fiction, Thriller","Warner Bros., The Ladd Company",Looker,Michael Crichton
47957,"Thriller, Horror",The Legend Lives Company,Madman,Joe Giannone
16471,Comedy,,Modern Problems,Ken Shapiro
22171,"Crime, Drama, Horror, Thriller",Navaron Films,Ms .45,Abel Ferrara
39874,"Thriller, Horror, Mystery","Paramount Pictures, Famous Players Ltd, Canadian Film Development Corporation (CFDC), Secret Films",My Bloody Valentine,George Mihalka
25468,"Comedy, Drama","The Andre Company, Saga Productions Inc.",My Dinner with André,Louis Malle
19507,Comedy,Columbia Pictures,Neighbors,John G. Avildsen
17450,"Drama, Music, Romance","SLM Production Group, Metro-Goldwyn-Mayer (MGM), Hera Productions",Pennies from Heaven,Herbert Ross
47886,"Horror, Mystery","Almena Films, Film Ventures International (FVI), Filmirage, Montoro Productions Ltd., Fort Films",Pieces,Juan Piquer Simón
14269,Comedy,New Line Cinema,Polyester,John Waters
41280,"Romance, Comedy","Jensen Farley Pictures, Barry & Enright Productions",Private Lessons,Alan Myerson
1672,"Action, Adventure, Thriller",,The Professional,Georges Lautner
9645,"Horror, Mystery, Thriller","Village Roadshow Pictures, NPV Entertainment, Dark Castle Entertainment, Warner Bros., Ghost Ship Films Pty. Ltd.",Ghost Ship,Steve Beck
9012,"Documentary, Comedy","Paramount Pictures, MTV Films, Dickhouse Productions, Lynch Siderow Productions",Jackass: The Movie,Jeff Tremaine
13098,"Action, Crime, Drama","Roc-a-fella Films, Dimension Films, Rat Entertainment, Loud Films",Paid in Full,Charles Stone III
13440,"Mystery, Thriller",Universal Pictures,The Truth About Charlie,Jonathan Demme
12454,"Comedy, Drama","Les Films Alain Sarde, Thin Man Films",All or Nothing,Mike Leigh
1360,"Drama, Romance","Miramax Films, Lions Gate Films, Ventanarosa Productions, Handprint Entertainment",Frida,Julie Taymor
13441,"Comedy, Drama","Holedigger Films, Roger Dodger LLC",Roger Dodger,Dylan Kidd
14626,Drama,"La Sept-Arte, Tanaïs Productions, S.M. Films",Beau Travail,Claire Denis
12208,"Adventure, Action, Comedy","Columbia Pictures Corporation, Famous Artists Productions",Casino Royale,"John Huston, Robert Parrish, Val Guest, Joseph McGrath, Ken Hughes"
11905,"Fantasy, Horror","Palace Pictures, Incorporated Television Company (ITC)",The Company of Wolves,Neil Jordan
26685,Comedy,Murder Inc.,How to Murder Your Wife,Richard Quine
31918,"Comedy, War",The Mirisch Corporation,"The Russians Are Coming, The Russians Are Coming",Norman Jewison
8427,"Action, Adventure, Comedy, Thriller",Columbia Pictures Corporation,I Spy,Betty Thomas
9021,"Fantasy, Comedy, Family","Walt Disney Pictures, Outlaw Productions, Boxing Cat Films",The Santa Clause 2,Michael Lembeck
13526,"Crime, Drama, Mystery","StudioCanal, Miracle Pictures, Palomar Pictures (II), Manifest Film Company",The Weight of Water,Kathryn Bigelow
9280,"Thriller, Crime, Romance","Epsilon Motion Pictures, Quinta Communications",Femme Fatale,Brian De Palma
65,Drama,"Imagine Entertainment, Mikona Productions GmbH & Co. KG",8 Mile,Curtis Hanson
10712,"Drama, Romance",Clear Blue Sky Productions,Far from Heaven,Todd Haynes
10167,"Crime, Action, Thriller","Franchise Pictures, Screen Gems",Half Past Dead,Don Michael Paul
672,"Adventure, Fantasy, Family","1492 Pictures, Heyday films, Warner Bros.",Harry Potter and the Chamber of Secrets,Chris Columbus
542,"Drama, Romance","Instituto Mexicano de Cinematografía, Alameda Films, Cinecolor-México, Cinecolor-Argentina, Artcam y Fonds Sud Cinéma",The Crime of Padre Amaro,Carlos Carrera
33251,"Drama, Family","CJ Entertainment, Tube Entertainments",The Way Home,Lee Jeong-hyang
25466,"Action, Comedy, Science Fiction","CiBy 2000, El Deseo S.A.",Mutant Action,Álex de la Iglesia
2165,"Thriller, Action, Drama","Lions Gate Films, Cinerenta Medienbeteiligungs KG, Pearl Pictures, Still Productions",Liberty Stands Still,Kari Skogland
25037,"War, Comedy, Drama, Romance","The Rank Organisation, The Archers, Independent Producers",The Life and Death of Colonel Blimp,"Michael Powell, Emeric Pressburger"
11617,Western,"Argosy Pictures, Republic Pictures",Rio Grande,John Ford
18993,"Action, Adventure, Science Fiction",Ameran Films,Mysterious Island,Cy Endfield
29229,"Fantasy, Drama, Thriller",Cloud Ten Pictures,Left Behind II: Tribulation Force,Bill Corcoran
11880,"Horror, Action, Thriller","Carousel Picture Company, The Noel Gay Motion Picture Company, Kismet Entertainment Group, The Victor Film Company, Luxembourg Film Fund",Dog Soldiers,Neil Marshall
1377,"Comedy, Drama, Family, Romance",Paramount Pictures,Houseboat,Melville Shavelson
12716,"Adventure, Drama","Gaumont, TF1 Films Production, CNC",My Father's Glory,Yves Robert
12717,"Adventure, Comedy, Drama, Romance","Gaumont, TF1 Films Production, CNC",My Mother's Castle,Yves Robert
13888,Adventure,"Columbia Pictures Corporation, Price Entertainment",Return to the Blue Lagoon,William A. Graham
10750,"Action, Adventure, Thriller","TriStar Pictures, Island World",Toy Soldiers,"Daniel Petrie, Jr."
44247,"Thriller, Horror, Mystery",Graduation,The Prowler,Joseph Zito
25566,Drama,"Paramount Pictures, Dino De Laurentiis Company",Ragtime,Miloš Forman
13386,Comedy,,Ricomincio da tre,Massimo Troisi
43089,"Thriller, Horror, Mystery","AVCO Embassy Pictures, Essaness Pictures, Quest",Roadgames,Richard Franklin
9538,"Horror, Science Fiction, Thriller","AVCO Embassy Pictures, Canadian Film Development Corporation (CFDC), Filmplan, Victor Solnicki Productions",Scanners,David Cronenberg
14664,"Crime, Drama, Action, Thriller","Warner Bros., Deliverance Productions",Sharky's Machine,Burt Reynolds
9317,"Comedy, Science Fiction",Les Films Christian Fechner,Cabbage Soup,Jean Girault
12528,"Action, Crime, Drama, History, Thriller","Cinema Group Ventures, Phoenix (II)",Southern Comfort,Walter Hill
21515,"Comedy, Horror, Mystery",Paramount Pictures,Student Bodies,"Michael Ritchie, Mickey Rose"
11524,"Action, Crime, Drama, Thriller",Mann/Caan Productions,Thief,Michael Mann
32077,"Crime, Drama",Chartoff-Winkler Productions,True Confessions,Ulu Grosbard
36669,"Adventure, Action, Thriller",Eon Productions,Die Another Day,Lee Tamahori
17187,"Drama, Romance",Universal Pictures,The Emperor's Club,Michael Hoffman
10426,Comedy,New Line Cinema,Friday After Next,Marcus Raboy
8198,"Drama, Action, Thriller, Romance","Miramax Films, Intermedia Films, Mirage Enterprises",The Quiet American,Phillip Noyce
64,"Drama, Romance","Vía Digital, Good Machine, El Deseo S.A., Antena 3 Televisión",Talk to Her,Pedro Almodóvar
13376,"Comedy, Animation","Columbia Pictures, Happy Madison Productions, Meatball Animation",Eight Crazy Nights,Seth Kearsley
15074,"Action, Adventure, Drama, Thriller","Paramount Pictures, Extreme Productions, ApolloMedia Distribution",Extreme Ops,Christian Duguay
2103,"Drama, Science Fiction, Mystery, Romance","Twentieth Century Fox Film Corporation, Lightstorm Entertainment",Solaris,Steven Soderbergh
9016,"Adventure, Animation, Family, Fantasy, Science Fiction","Walt Disney Pictures, Walt Disney Feature Animation",Treasure Planet,"Ron Clements, John Musker"
16028,"Horror, Thriller","Dimension Films, Focus Features, Good Machine, Radar Pictures",They,Robert Harmon
23303,"Comedy, Drama",TriStar Pictures,Another You,Maurice Phillips
20992,"Action, Crime, Thriller",CTB Film Company,Brother,Aleksey Balabanov
6007,"Comedy, Drama",Maipo Film- og TV Produksjon,Elling,Petter Næss
25239,"Horror, Thriller",Cinemagic Pictures,I Spit on Your Grave,Meir Zarchi
25284,"Thriller, Mystery, Romance","October Films, Incorporated Television Company (ITC)",The Last Seduction,John Dahl
13945,"Action, Adventure, Fantasy",Sorcerer Productions,The Sword and the Sorcerer,Albert Pyun
14433,"Action, Drama, History, War",Diamond Films,Zulu,Cy Endfield
9932,"Comedy, Crime","Village Roadshow Pictures, NPV Entertainment, Warner Bros., Tribeca Productions, Baltimore Spring Creek Pictures, Face Productions",Analyze That,Harold Ramis
13369,"Action, Drama",Universal Studios,Empire,Franc. Reyes
2757,"Comedy, Crime, Drama","Beverly Detroit, Propaganda Films, Clinica Estetico, Intermedia, Good Machine, Magnet Productions",Adaptation.,Spike Jonze
7299,"Action, Science Fiction, Thriller","Dimension Films, Blue Tulip Productions",Equilibrium,Kurt Wimmer
26356,Drama,"Les Films Number One, Janus Film und Fernsehen",Medea,Pier Paolo Pasolini
4241,"Comedy, Drama, Horror, Thriller",CineRocket,Visitor Q,Takashi Miike
17360,"Action, Drama","Paramount, Lorimar",Escape to Victory,John Huston
40952,"Horror, Thriller","New Line Cinema, Masada Productions",Alone in the Dark,Jack Sholder
71524,"Adventure, Comedy","Bavaria Film, Gaumont International, Rialto Films, Cerito Films",Ace of Aces,Gérard Oury
29743,Comedy,Intercapital,Attila flagello di Dio,"Franco Castellano, Giuseppe Moccia"
41760,"Comedy, Drama, Romance",Twentieth Century Fox Film Corporation,Author! Author!,Arthur Hiller
40219,"Horror, Science Fiction",Katzka,The Beast Within,Philippe Mora
16363,Comedy,"Universal Pictures, RKO",The Best Little Whorehouse in Texas,Colin Higgins
22023,"Drama, Crime","Universal Pictures, RKO Pictures, Efer Productions",The Border,Tony Richardson
171,Comedy,"Gaumont, Gaumont International, Production Marcel Dassault",The Party 2,Claude Pinoteau
42124,Documentary,Flower Films,Burden of Dreams,Les Blank
11564,"Action, Drama, Horror, Crime, Thriller",Guerilla High Productions,Class of 1984,Mark L. Lester
4202,"Drama, History",P.P. Film Polski,Danton,Andrzej Wajda
17590,"Comedy, Crime, Drama, Mystery, Romance, Thriller",Warner Bros.,Deathtrap,Sidney Lumet
28940,"Comedy, Horror",,Eating Raoul,Paul Bartel
13497,"Drama, Romance, Comedy, Music",Fox 2000 Pictures,Drumline,Charles Stone III
11852,"Comedy, Fantasy","Happy Madison Productions, Touchstone Pictures",The Hot Chick,Tom Brady
7303,"Comedy, Drama, Romance",Red Om Films,Maid in Manhattan,Wayne Wang
201,"Science Fiction, Action, Adventure, Thriller",Paramount Pictures,Star Trek: Nemesis,Stuart Baird
2755,"Drama, Comedy","New Line Cinema, Avery Pix",About Schmidt,Alexander Payne
33504,"Drama, Foreign",Tesela P.C.,El Bola,Achero Mañas
21868,Drama,CineEvelyn,Evelyn,Bruce Beresford
10856,"Action, Comedy, Drama, Romance, Science Fiction, Thriller","Telecinco, Canal+ España, Sociedad General de Cine (SOGECINE) S.A., Gestevisión Telecinco S.A., Tenerife Film Commission",Intacto,Juan Carlos Fresnadillo
18602,Drama,Company Pictures,Morvern Callar,Lynne Ramsay
121,"Adventure, Fantasy, Action","WingNut Films, New Line Cinema, The Saul Zaentz Company",The Lord of the Rings: The Two Towers,Peter Jackson
25838,"Drama, War","China Film Co-Production Corporation, Asian Union Film & Entertainment, Huayi Brothers Advertising, Beijing Zhongbo-Times Film Planning, CMC Xiandai Trade Co.",Devils on the Doorstep,Jiang Wen
1429,"Crime, Drama","40 Acres & A Mule Filmworks, Touchstone Pictures",25th Hour,Spike Lee
13435,"Drama, Romance","Fox Searchlight Pictures, Mundy Lane Entertainment",Antwone Fisher,Denzel Washington
3131,"Drama, History, Crime","Miramax Films, Initial Entertainment Group (IEG), Alberto Grimaldi Productions",Gangs of New York,Martin Scorsese
2642,"Comedy, Romance","Village Roadshow Pictures, Castle Rock Entertainment, NPV Entertainment, Fortis Films",Two Weeks Notice,Marc Lawrence
14317,"Animation, Adventure, Family","Paramount Pictures, Nickelodeon Movies, Paramount Animation",The Wild Thornberrys Movie,"Cathy Malkasian, Jeff McGrath"
11022,"Action, Crime, Drama, Thriller","Paramount Pictures, Lions Gate Films, Cruise/Wagner Productions",Narc,Joe Carnahan
24249,Thriller,"Epic Productions, Producers Representative Organization, Sarliu/Diamant",Bad Influence,Curtis Hanson
9491,Thriller,"Lightning Pictures, Metro-Goldwyn-Mayer (MGM), Vestron Pictures, Precision Films, Mack-Taylor Productions",Blue Steel,Kathryn Bigelow
2149,"Drama, Thriller, Romance",Metro-Goldwyn-Mayer (MGM),Body of Evidence,Uli Edel
20139,Drama,The Mirisch Corporation,The Children's Hour,William Wyler
19067,"Drama, War",Enigma Productions,The Duellists,Ridley Scott
14931,"Action, Crime, Drama, Thriller","Orion Pictures, Tristes Tropiques",Miami Blues,George Armitage
11317,"Comedy, Drama, Family, Romance","Columbia Pictures, Imagine Films Entertainment",My Girl 2,Howard Zieff
4032,"Comedy, Drama, Family","Columbia Pictures, Imagine Entertainment",My Girl,Howard Zieff
8392,"Fantasy, Animation, Family","Studio Ghibli, Nibariki, Tokuma Japan Communications Co. Ltd.",My Neighbor Totoro,Hayao Miyazaki
12232,"Action, Adventure, Family, Fantasy",London Film Productions,The Thief of Bagdad,"Alexander Korda, William Cameron Menzies, Zoltan Korda, Michael Powell, Ludwig Berger, Tim Whelan"
16938,"Horror, Mystery, Thriller","Film Funding Ltd. of Canada, Canadian Film Development Corporation (CFDC), Vision IV, Famous Players, August Films",Black Christmas,Bob Clark
21143,"Horror, Science Fiction, Thriller","Allied Artists Pictures, Security Pictures Ltd.",The Day of the Triffids,"Steve Sekely, Freddie Francis"
20424,"Science Fiction, Thriller",Edward L. Alperson Productions,Invaders from Mars,William Cameron Menzies
4561,Drama,"Terra-Filmkunst GmbH, S.N. Prodis",The Story of O,Just Jaeckin
4435,"Drama, History",Dreamz Unlimited,Asoka,Santosh Sivan
16993,Drama,"Columbia Pictures Corporation, Rastar Pictures",Fat City,John Huston
18002,"Action, Comedy, Thriller, Crime",,"Love, Honour and Obey","Dominic Anciano, Ray Burdis"
21332,"Action, Adventure, Drama",Columbia Pictures,Quicksilver,Thomas Michael Donnelly
640,"Drama, Crime","Kemp Company, Splendid Pictures, Parkes/MacDonald Productions",Catch Me If You Can,Steven Spielberg
10599,"Comedy, Family, Fantasy","Miramax Films, Cecchi Gori Group, Buena Vista International",Pinocchio,Roberto Benigni
1574,"Action, Comedy, Crime, Drama, Music","Miramax Films, Producers Circle, Storyline Entertainment",Chicago,Rob Marshall
590,Drama,"Paramount Pictures, Miramax Films, Scott Rudin Productions",The Hours,Stephen Daldry
13560,"War, Drama","Film Council, Alliance Atlantis Communications, Pathé Pictures International, AAMPI Inc., Bioskop Film, Canadian Film or Video Production Tax Credit (CPTC), H2O Motion Pictures, Aconit Pictures, JAP Films, Natural Nylon II",Max,Menno Meyjes
29339,"Adventure, Drama, Action, Family","United Artists Corporation, Hart-Sharp Entertainment, Potboiler Productions",Nicholas Nickleby,Douglas McGrath
423,"Drama, War","Bac Films, Canal+Polska, Heritage Films, Studio Babelsberg, Agencja Produkcji Filmowej, Beverly Detroit, FilmFernsehFonds Bayern, Filmboard Berlin-Brandenburg (FBB), Mainstream S.A., R.P. Productions, StudioCanal, Filmförderungsanstalt (FFA), Canal+, Interscope Communications, Telewizja Polska (TVP), Runteam",The Pianist,Roman Polanski
16225,"Action, Adventure, Animation, Fantasy, Science Fiction","Helkon Media AG, Cine Groupe, Das Werk Productions",Heavy Metal 2000,"Michael Coldewey, Michel Lemire"
28679,"Horror, Thriller",F.D. Cinematografica,House on the Edge of the Park,Ruggero Deodato
262,"Comedy, Drama","Twentieth Century Fox Film Corporation, Embassy International Pictures",The King of Comedy,Martin Scorsese
15395,"Comedy, Drama",,Love Liza,Todd Louiso
4912,"Comedy, Crime, Drama, Romance, Thriller","Miramax Films, Allied Filmmakers, Mad Chance",Confessions of a Dangerous Mind,George Clooney
12090,Comedy,"Twentieth Century Fox Film Corporation, Robert Simonds Productions, Mediastream Dritte Film GmbH & Co. Beteiligungs KG",Just Married,Shawn Levy
35172,"Mystery, Drama","Les Films Du Fleuve, Archipel 35, Radio Télévision Belge Francophone (RTBF)",The Son,"Luc Dardenne, Jean-Pierre Dardenne"
9582,"Comedy, Romance","Metro-Goldwyn-Mayer (MGM), David Ladd Films",A Guy Thing,Chris Koch
10628,"Comedy, Adventure, Crime","Castle Rock Entertainment, Jerry Bruckheimer Films, Warner Bros.",Kangaroo Jack,David McNally
11078,"Action, Comedy, Crime, Thriller",Columbia Pictures,National Security,Dennis Dugan
598,"Drama, Crime","O2 Filmes, VideoFilmes, Wild Bunch, Globo filmes, Lumiere, Hank Levine Film, Lereby Productions",City of God,"Fernando Meirelles, Kátia Lund"
11222,"Drama, Thriller","Road Movies Filmproduktion GmbH, Les Films du Losange, Bavaria Film, Westdeutscher Rundfunk (WDR), Filmverlag der Autoren, Wim Wenders Productions",The American Friend,Wim Wenders
13199,"Crime, Drama, Romance","Universal Pictures, Olmos Productions, YOY",American Me,Edward James Olmos
8073,"Crime, Drama, Romance",Orsay Films,Band of Outsiders,Jean-Luc Godard
15278,"Music, Comedy",Universal Pictures,CB4,Tamra Davis
14667,"War, Drama, Romance",Warner Bros.,Dogfight,Nancy Savoca
34148,"Drama, Romance",Universal International Pictures (UI),Imitation of Life,Douglas Sirk
26252,"Action, Crime, Drama, Romance",Paris Film,Pépé le Moko,Julien Duvivier
24742,"Comedy, Romance",Orion Pictures,Secret Admirer,David Greenwalt
5968,"Comedy, Romance",Orion Pictures,The Woman in Red,Gene Wilder
10727,"Thriller, Horror","Village Roadshow Pictures, Revolution Studios, Distant Corners Entertainment Group Inc., Blue Star Productions, Morningstar Films",Darkness Falls,Jonathan Liebesman
9045,"Drama, History","Renn Productions, TF1 Films Production, Canal+, K.G Productions, KC Medien, Katharina",Amen.,Costa-Gavras
14469,"Action, Drama, Thriller","Village Roadshow Pictures, Clipsal Films",Bullet,Julien Temple
